Дата;Местное время Тверь;Потребление факт, МВтч;;;
19.09.2017;02:00-03:00;398;19.09.2017;2;398
19.09.2017;03:00-04:00;396;19.09.2017;3;396
19.09.2017;04:00-05:00;400;19.09.2017;4;400
19.09.2017;05:00-06:00;413;19.09.2017;5;413
19.09.2017;06:00-07:00;445;19.09.2017;6;445
19.09.2017;07:00-08:00;508;19.09.2017;7;508
19.09.2017;08:00-09:00;567;19.09.2017;8;567
19.09.2017;09:00-10:00;595;19.09.2017;9;595
19.09.2017;10:00-11:00;589;19.09.2017;10;589
19.09.2017;11:00-12:00;581;19.09.2017;11;581
19.09.2017;12:00-13:00;557;19.09.2017;12;557
19.09.2017;13:00-14:00;571;19.09.2017;13;571
19.09.2017;14:00-15:00;564;19.09.2017;14;564
19.09.2017;15:00-16:00;558;19.09.2017;15;558
19.09.2017;16:00-17:00;542;19.09.2017;16;542
19.09.2017;17:00-18:00;521;19.09.2017;17;521
19.09.2017;18:00-19:00;527;19.09.2017;18;527
19.09.2017;19:00-20:00;584;19.09.2017;19;584
19.09.2017;20:00-21:00;598;19.09.2017;20;598
19.09.2017;21:00-22:00;564;19.09.2017;21;564
19.09.2017;22:00-23:00;511;19.09.2017;22;511
19.09.2017;23:00-24:00;458;19.09.2017;23;458
20.09.2017;00:00-01:00;433;20.09.2017;0;433
20.09.2017;01:00-02:00;408;20.09.2017;1;408
20.09.2017;02:00-03:00;396;20.09.2017;2;396
20.09.2017;03:00-04:00;394;20.09.2017;3;394
20.09.2017;04:00-05:00;401;20.09.2017;4;401
20.09.2017;05:00-06:00;419;20.09.2017;5;419
20.09.2017;06:00-07:00;449;20.09.2017;6;449
20.09.2017;07:00-08:00;516;20.09.2017;7;516
20.09.2017;08:00-09:00;576;20.09.2017;8;576
20.09.2017;09:00-10:00;609;20.09.2017;9;609
20.09.2017;10:00-11:00;600;20.09.2017;10;600
20.09.2017;11:00-12:00;597;20.09.2017;11;597
20.09.2017;12:00-13:00;574;20.09.2017;12;574
20.09.2017;13:00-14:00;587;20.09.2017;13;587
20.09.2017;14:00-15:00;586;20.09.2017;14;586
20.09.2017;15:00-16:00;580;20.09.2017;15;580
20.09.2017;16:00-17:00;565;20.09.2017;16;565
20.09.2017;17:00-18:00;553;20.09.2017;17;553
20.09.2017;18:00-19:00;576;20.09.2017;18;576
20.09.2017;19:00-20:00;625;20.09.2017;19;625
20.09.2017;20:00-21:00;627;20.09.2017;20;627
20.09.2017;21:00-22:00;589;20.09.2017;21;589
20.09.2017;22:00-23:00;534;20.09.2017;22;534
20.09.2017;23:00-24:00;481;20.09.2017;23;481
21.09.2017;00:00-01:00;411;21.09.2017;0;411
21.09.2017;01:00-02:00;384;21.09.2017;1;384
21.09.2017;02:00-03:00;373;21.09.2017;2;373
21.09.2017;03:00-04:00;374;21.09.2017;3;374
21.09.2017;04:00-05:00;380;21.09.2017;4;380
21.09.2017;05:00-06:00;400;21.09.2017;5;400
21.09.2017;06:00-07:00;430;21.09.2017;6;430
21.09.2017;07:00-08:00;494;21.09.2017;7;494
21.09.2017;08:00-09:00;557;21.09.2017;8;557
21.09.2017;09:00-10:00;591;21.09.2017;9;591
21.09.2017;10:00-11:00;591;21.09.2017;10;591
21.09.2017;11:00-12:00;591;21.09.2017;11;591
21.09.2017;12:00-13:00;569;21.09.2017;12;569
21.09.2017;13:00-14:00;580;21.09.2017;13;580
21.09.2017;14:00-15:00;572;21.09.2017;14;572
21.09.2017;15:00-16:00;555;21.09.2017;15;555
21.09.2017;16:00-17:00;542;21.09.2017;16;542
21.09.2017;17:00-18:00;529;21.09.2017;17;529
21.09.2017;18:00-19:00;540;21.09.2017;18;540
21.09.2017;19:00-20:00;599;21.09.2017;19;599
21.09.2017;20:00-21:00;609;21.09.2017;20;609
21.09.2017;21:00-22:00;578;21.09.2017;21;578
21.09.2017;22:00-23:00;526;21.09.2017;22;526
21.09.2017;23:00-24:00;476;21.09.2017;23;476
22.09.2017;00:00-01:00;416;22.09.2017;0;416
22.09.2017;01:00-02:00;391;22.09.2017;1;391
22.09.2017;02:00-03:00;383;22.09.2017;2;383
22.09.2017;03:00-04:00;380;22.09.2017;3;380
22.09.2017;04:00-05:00;383;22.09.2017;4;383
22.09.2017;05:00-06:00;397;22.09.2017;5;397
22.09.2017;06:00-07:00;430;22.09.2017;6;430
22.09.2017;07:00-08:00;490;22.09.2017;7;490
22.09.2017;08:00-09:00;545;22.09.2017;8;545
22.09.2017;09:00-10:00;576;22.09.2017;9;576
22.09.2017;10:00-11:00;575;22.09.2017;10;575
22.09.2017;11:00-12:00;573;22.09.2017;11;573
22.09.2017;12:00-13:00;564;22.09.2017;12;564
22.09.2017;13:00-14:00;576;22.09.2017;13;576
22.09.2017;14:00-15:00;575;22.09.2017;14;575
22.09.2017;15:00-16:00;570;22.09.2017;15;570
22.09.2017;16:00-17:00;552;22.09.2017;16;552
22.09.2017;17:00-18:00;537;22.09.2017;17;537
22.09.2017;18:00-19:00;546;22.09.2017;18;546
22.09.2017;19:00-20:00;595;22.09.2017;19;595
22.09.2017;20:00-21:00;600;22.09.2017;20;600
22.09.2017;21:00-22:00;575;22.09.2017;21;575
22.09.2017;22:00-23:00;531;22.09.2017;22;531
22.09.2017;23:00-24:00;484;22.09.2017;23;484
23.09.2017;00:00-01:00;449;23.09.2017;0;449
23.09.2017;01:00-02:00;421;23.09.2017;1;421
23.09.2017;02:00-03:00;408;23.09.2017;2;408
23.09.2017;03:00-04:00;398;23.09.2017;3;398
23.09.2017;04:00-05:00;401;23.09.2017;4;401
23.09.2017;05:00-06:00;410;23.09.2017;5;410
23.09.2017;06:00-07:00;407;23.09.2017;6;407
23.09.2017;07:00-08:00;440;23.09.2017;7;440
23.09.2017;08:00-09:00;488;23.09.2017;8;488
23.09.2017;09:00-10:00;523;23.09.2017;9;523
23.09.2017;10:00-11:00;529;23.09.2017;10;529
23.09.2017;11:00-12:00;524;23.09.2017;11;524
23.09.2017;12:00-13:00;518;23.09.2017;12;518
23.09.2017;13:00-14:00;513;23.09.2017;13;513
23.09.2017;14:00-15:00;504;23.09.2017;14;504
23.09.2017;15:00-16:00;497;23.09.2017;15;497
23.09.2017;16:00-17:00;493;23.09.2017;16;493
23.09.2017;17:00-18:00;494;23.09.2017;17;494
23.09.2017;18:00-19:00;507;23.09.2017;18;507
23.09.2017;19:00-20:00;575;23.09.2017;19;575
23.09.2017;20:00-21:00;586;23.09.2017;20;586
23.09.2017;21:00-22:00;560;23.09.2017;21;560
23.09.2017;22:00-23:00;519;23.09.2017;22;519
23.09.2017;23:00-24:00;477;23.09.2017;23;477
24.09.2017;00:00-01:00;434;24.09.2017;0;434
24.09.2017;01:00-02:00;406;24.09.2017;1;406
24.09.2017;02:00-03:00;393;24.09.2017;2;393
24.09.2017;03:00-04:00;387;24.09.2017;3;387
24.09.2017;04:00-05:00;388;24.09.2017;4;388
24.09.2017;05:00-06:00;393;24.09.2017;5;393
24.09.2017;06:00-07:00;386;24.09.2017;6;386
24.09.2017;07:00-08:00;419;24.09.2017;7;419
24.09.2017;08:00-09:00;460;24.09.2017;8;460
24.09.2017;09:00-10:00;491;24.09.2017;9;491
24.09.2017;10:00-11:00;498;24.09.2017;10;498
24.09.2017;11:00-12:00;498;24.09.2017;11;498
24.09.2017;12:00-13:00;495;24.09.2017;12;495
24.09.2017;13:00-14:00;499;24.09.2017;13;499
24.09.2017;14:00-15:00;500;24.09.2017;14;500
24.09.2017;15:00-16:00;500;24.09.2017;15;500
24.09.2017;16:00-17:00;510;24.09.2017;16;510
24.09.2017;17:00-18:00;524;24.09.2017;17;524
24.09.2017;18:00-19:00;548;24.09.2017;18;548
24.09.2017;19:00-20:00;592;24.09.2017;19;592
24.09.2017;20:00-21:00;586;24.09.2017;20;586
24.09.2017;21:00-22:00;556;24.09.2017;21;556
24.09.2017;22:00-23:00;504;24.09.2017;22;504
24.09.2017;23:00-24:00;453;24.09.2017;23;453
25.09.2017;00:00-01:00;428;25.09.2017;0;428
25.09.2017;01:00-02:00;405;25.09.2017;1;405
25.09.2017;02:00-03:00;393;25.09.2017;2;393
25.09.2017;03:00-04:00;389;25.09.2017;3;389
25.09.2017;04:00-05:00;392;25.09.2017;4;392
25.09.2017;05:00-06:00;407;25.09.2017;5;407
25.09.2017;06:00-07:00;451;25.09.2017;6;451
25.09.2017;07:00-08:00;516;25.09.2017;7;516
25.09.2017;08:00-09:00;581;25.09.2017;8;581
25.09.2017;09:00-10:00;623;25.09.2017;9;623
25.09.2017;10:00-11:00;617;25.09.2017;10;617
25.09.2017;11:00-12:00;608;25.09.2017;11;608
25.09.2017;12:00-13:00;587;25.09.2017;12;587
25.09.2017;13:00-14:00;590;25.09.2017;13;590
25.09.2017;14:00-15:00;587;25.09.2017;14;587
25.09.2017;15:00-16:00;573;25.09.2017;15;573
25.09.2017;16:00-17:00;552;25.09.2017;16;552
25.09.2017;17:00-18:00;536;25.09.2017;17;536
25.09.2017;18:00-19:00;555;25.09.2017;18;555
25.09.2017;19:00-20:00;613;25.09.2017;19;613
25.09.2017;20:00-21:00;617;25.09.2017;20;617
25.09.2017;21:00-22:00;585;25.09.2017;21;585
25.09.2017;22:00-23:00;527;25.09.2017;22;527
25.09.2017;23:00-24:00;471;25.09.2017;23;471
26.09.2017;00:00-01:00;428;26.09.2017;0;428
26.09.2017;01:00-02:00;406;26.09.2017;1;406
26.09.2017;02:00-03:00;397;26.09.2017;2;397
26.09.2017;03:00-04:00;392;26.09.2017;3;392
26.09.2017;04:00-05:00;398;26.09.2017;4;398
26.09.2017;05:00-06:00;415;26.09.2017;5;415
26.09.2017;06:00-07:00;452;26.09.2017;6;452
26.09.2017;07:00-08:00;517;26.09.2017;7;517
26.09.2017;08:00-09:00;583;26.09.2017;8;583
26.09.2017;09:00-10:00;624;26.09.2017;9;624
26.09.2017;10:00-11:00;623;26.09.2017;10;623
26.09.2017;11:00-12:00;621;26.09.2017;11;621
26.09.2017;12:00-13:00;603;26.09.2017;12;603
26.09.2017;13:00-14:00;614;26.09.2017;13;614
26.09.2017;14:00-15:00;611;26.09.2017;14;611
26.09.2017;15:00-16:00;607;26.09.2017;15;607
26.09.2017;16:00-17:00;598;26.09.2017;16;598
26.09.2017;17:00-18:00;586;26.09.2017;17;586
26.09.2017;18:00-19:00;607;26.09.2017;18;607
26.09.2017;19:00-20:00;651;26.09.2017;19;651
26.09.2017;20:00-21:00;640;26.09.2017;20;640
26.09.2017;21:00-22:00;606;26.09.2017;21;606
26.09.2017;22:00-23:00;546;26.09.2017;22;546
26.09.2017;23:00-24:00;491;26.09.2017;23;491
27.09.2017;00:00-01:00;452;27.09.2017;0;452
27.09.2017;01:00-02:00;431;27.09.2017;1;431
27.09.2017;02:00-03:00;420;27.09.2017;2;420
27.09.2017;03:00-04:00;417;27.09.2017;3;417
27.09.2017;04:00-05:00;422;27.09.2017;4;422
27.09.2017;05:00-06:00;441;27.09.2017;5;441
27.09.2017;06:00-07:00;473;27.09.2017;6;473
27.09.2017;07:00-08:00;534;27.09.2017;7;534
27.09.2017;08:00-09:00;590;27.09.2017;8;590
27.09.2017;09:00-10:00;617;27.09.2017;9;617
27.09.2017;10:00-11:00;604;27.09.2017;10;604
27.09.2017;11:00-12:00;593;27.09.2017;11;593
27.09.2017;12:00-13:00;568;27.09.2017;12;568
27.09.2017;13:00-14:00;582;27.09.2017;13;582
27.09.2017;14:00-15:00;577;27.09.2017;14;577
27.09.2017;15:00-16:00;570;27.09.2017;15;570
27.09.2017;16:00-17:00;558;27.09.2017;16;558
27.09.2017;17:00-18:00;545;27.09.2017;17;545
27.09.2017;18:00-19:00;577;27.09.2017;18;577
27.09.2017;19:00-20:00;642;27.09.2017;19;642
27.09.2017;20:00-21:00;638;27.09.2017;20;638
27.09.2017;21:00-22:00;603;27.09.2017;21;603
27.09.2017;22:00-23:00;548;27.09.2017;22;548
27.09.2017;23:00-24:00;490;27.09.2017;23;490
28.09.2017;00:00-01:00;455;28.09.2017;0;455
28.09.2017;01:00-02:00;430;28.09.2017;1;430
28.09.2017;02:00-03:00;418;28.09.2017;2;418
28.09.2017;03:00-04:00;413;28.09.2017;3;413
28.09.2017;04:00-05:00;420;28.09.2017;4;420
28.09.2017;05:00-06:00;443;28.09.2017;5;443
28.09.2017;06:00-07:00;477;28.09.2017;6;477
28.09.2017;07:00-08:00;539;28.09.2017;7;539
28.09.2017;08:00-09:00;595;28.09.2017;8;595
28.09.2017;09:00-10:00;628;28.09.2017;9;628
28.09.2017;10:00-11:00;620;28.09.2017;10;620
28.09.2017;11:00-12:00;606;28.09.2017;11;606
28.09.2017;12:00-13:00;586;28.09.2017;12;586
28.09.2017;13:00-14:00;596;28.09.2017;13;596
28.09.2017;14:00-15:00;588;28.09.2017;14;588
28.09.2017;15:00-16:00;580;28.09.2017;15;580
28.09.2017;16:00-17:00;569;28.09.2017;16;569
28.09.2017;17:00-18:00;563;28.09.2017;17;563
28.09.2017;18:00-19:00;596;28.09.2017;18;596
28.09.2017;19:00-20:00;660;28.09.2017;19;660
28.09.2017;20:00-21:00;652;28.09.2017;20;652
28.09.2017;21:00-22:00;616;28.09.2017;21;616
28.09.2017;22:00-23:00;559;28.09.2017;22;559
28.09.2017;23:00-24:00;506;28.09.2017;23;506
29.09.2017;00:00-01:00;460;29.09.2017;0;460
29.09.2017;01:00-02:00;434;29.09.2017;1;434
29.09.2017;02:00-03:00;427;29.09.2017;2;427
29.09.2017;03:00-04:00;421;29.09.2017;3;421
29.09.2017;04:00-05:00;423;29.09.2017;4;423
29.09.2017;05:00-06:00;441;29.09.2017;5;441
29.09.2017;06:00-07:00;473;29.09.2017;6;473
29.09.2017;07:00-08:00;534;29.09.2017;7;534
29.09.2017;08:00-09:00;593;29.09.2017;8;593
29.09.2017;09:00-10:00;626;29.09.2017;9;626
29.09.2017;10:00-11:00;624;29.09.2017;10;624
29.09.2017;11:00-12:00;620;29.09.2017;11;620
29.09.2017;12:00-13:00;596;29.09.2017;12;596
29.09.2017;13:00-14:00;600;29.09.2017;13;600
29.09.2017;14:00-15:00;590;29.09.2017;14;590
29.09.2017;15:00-16:00;577;29.09.2017;15;577
29.09.2017;16:00-17:00;565;29.09.2017;16;565
29.09.2017;17:00-18:00;559;29.09.2017;17;559
29.09.2017;18:00-19:00;595;29.09.2017;18;595
29.09.2017;19:00-20:00;666;29.09.2017;19;666
29.09.2017;20:00-21:00;664;29.09.2017;20;664
29.09.2017;21:00-22:00;636;29.09.2017;21;636
29.09.2017;22:00-23:00;586;29.09.2017;22;586
29.09.2017;23:00-24:00;534;29.09.2017;23;534
30.09.2017;00:00-01:00;490;30.09.2017;0;490
30.09.2017;01:00-02:00;460;30.09.2017;1;460
30.09.2017;02:00-03:00;450;30.09.2017;2;450
30.09.2017;03:00-04:00;445;30.09.2017;3;445
30.09.2017;04:00-05:00;445;30.09.2017;4;445
30.09.2017;05:00-06:00;457;30.09.2017;5;457
30.09.2017;06:00-07:00;460;30.09.2017;6;460
30.09.2017;07:00-08:00;499;30.09.2017;7;499
30.09.2017;08:00-09:00;541;30.09.2017;8;541
30.09.2017;09:00-10:00;567;30.09.2017;9;567
30.09.2017;10:00-11:00;565;30.09.2017;10;565
30.09.2017;11:00-12:00;556;30.09.2017;11;556
30.09.2017;12:00-13:00;544;30.09.2017;12;544
30.09.2017;13:00-14:00;538;30.09.2017;13;538
30.09.2017;14:00-15:00;529;30.09.2017;14;529
30.09.2017;15:00-16:00;523;30.09.2017;15;523
30.09.2017;16:00-17:00;518;30.09.2017;16;518
30.09.2017;17:00-18:00;526;30.09.2017;17;526
30.09.2017;18:00-19:00;568;30.09.2017;18;568
30.09.2017;19:00-20:00;645;30.09.2017;19;645
30.09.2017;20:00-21:00;643;30.09.2017;20;643
30.09.2017;21:00-22:00;613;30.09.2017;21;613
30.09.2017;22:00-23:00;570;30.09.2017;22;570
30.09.2017;23:00-24:00;522;30.09.2017;23;522
01.10.2017;00:00-01:00;496;01.10.2017;0;496
01.10.2017;01:00-02:00;470;01.10.2017;1;470
01.10.2017;02:00-03:00;455;01.10.2017;2;455
01.10.2017;03:00-04:00;446;01.10.2017;3;446
01.10.2017;04:00-05:00;448;01.10.2017;4;448
01.10.2017;05:00-06:00;457;01.10.2017;5;457
01.10.2017;06:00-07:00;464;01.10.2017;6;464
01.10.2017;07:00-08:00;483;01.10.2017;7;483
01.10.2017;08:00-09:00;527;01.10.2017;8;527
01.10.2017;09:00-10:00;564;01.10.2017;9;564
01.10.2017;10:00-11:00;577;01.10.2017;10;577
01.10.2017;11:00-12:00;579;01.10.2017;11;579
01.10.2017;12:00-13:00;578;01.10.2017;12;578
01.10.2017;13:00-14:00;580;01.10.2017;13;580
01.10.2017;14:00-15:00;579;01.10.2017;14;579
01.10.2017;15:00-16:00;575;01.10.2017;15;575
01.10.2017;16:00-17:00;582;01.10.2017;16;582
01.10.2017;17:00-18:00;600;01.10.2017;17;600
01.10.2017;18:00-19:00;645;01.10.2017;18;645
01.10.2017;19:00-20:00;664;01.10.2017;19;664
01.10.2017;20:00-21:00;652;01.10.2017;20;652
01.10.2017;21:00-22:00;623;01.10.2017;21;623
01.10.2017;22:00-23:00;570;01.10.2017;22;570
01.10.2017;23:00-24:00;519;01.10.2017;23;519
02.10.2017;00:00-01:00;483;02.10.2017;0;483
02.10.2017;01:00-02:00;462;02.10.2017;1;462
02.10.2017;02:00-03:00;452;02.10.2017;2;452
02.10.2017;03:00-04:00;449;02.10.2017;3;449
02.10.2017;04:00-05:00;456;02.10.2017;4;456
02.10.2017;05:00-06:00;480;02.10.2017;5;480
02.10.2017;06:00-07:00;529;02.10.2017;6;529
02.10.2017;07:00-08:00;588;02.10.2017;7;588
02.10.2017;08:00-09:00;648;02.10.2017;8;648
02.10.2017;09:00-10:00;686;02.10.2017;9;686
02.10.2017;10:00-11:00;684;02.10.2017;10;684
02.10.2017;11:00-12:00;678;02.10.2017;11;678
02.10.2017;12:00-13:00;666;02.10.2017;12;666
02.10.2017;13:00-14:00;677;02.10.2017;13;677
02.10.2017;14:00-15:00;674;02.10.2017;14;674
02.10.2017;15:00-16:00;669;02.10.2017;15;669
02.10.2017;16:00-17:00;662;02.10.2017;16;662
02.10.2017;17:00-18:00;651;02.10.2017;17;651
02.10.2017;18:00-19:00;685;02.10.2017;18;685
02.10.2017;19:00-20:00;707;02.10.2017;19;707
02.10.2017;20:00-21:00;690;02.10.2017;20;690
02.10.2017;21:00-22:00;655;02.10.2017;21;655
02.10.2017;22:00-23:00;598;02.10.2017;22;598
02.10.2017;23:00-24:00;547;02.10.2017;23;547
03.10.2017;00:00-01:00;508;03.10.2017;0;508
03.10.2017;01:00-02:00;482;03.10.2017;1;482
03.10.2017;02:00-03:00;470;03.10.2017;2;470
03.10.2017;03:00-04:00;467;03.10.2017;3;467
03.10.2017;04:00-05:00;472;03.10.2017;4;472
03.10.2017;05:00-06:00;497;03.10.2017;5;497
03.10.2017;06:00-07:00;548;03.10.2017;6;548
03.10.2017;07:00-08:00;609;03.10.2017;7;609
03.10.2017;08:00-09:00;671;03.10.2017;8;671
03.10.2017;09:00-10:00;706;03.10.2017;9;706
03.10.2017;10:00-11:00;706;03.10.2017;10;706
03.10.2017;11:00-12:00;699;03.10.2017;11;699
03.10.2017;12:00-13:00;682;03.10.2017;12;682
03.10.2017;13:00-14:00;693;03.10.2017;13;693
03.10.2017;14:00-15:00;690;03.10.2017;14;690
03.10.2017;15:00-16:00;683;03.10.2017;15;683
03.10.2017;16:00-17:00;670;03.10.2017;16;670
03.10.2017;17:00-18:00;663;03.10.2017;17;663
03.10.2017;18:00-19:00;696;03.10.2017;18;696
03.10.2017;19:00-20:00;714;03.10.2017;19;714
03.10.2017;20:00-21:00;692;03.10.2017;20;692
03.10.2017;21:00-22:00;656;03.10.2017;21;656
03.10.2017;22:00-23:00;599;03.10.2017;22;599
03.10.2017;23:00-24:00;547;03.10.2017;23;547
04.10.2017;00:00-01:00;509;04.10.2017;0;509
04.10.2017;01:00-02:00;486;04.10.2017;1;486
04.10.2017;02:00-03:00;475;04.10.2017;2;475
04.10.2017;03:00-04:00;474;04.10.2017;3;474
04.10.2017;04:00-05:00;480;04.10.2017;4;480
04.10.2017;05:00-06:00;502;04.10.2017;5;502
04.10.2017;06:00-07:00;549;04.10.2017;6;549
04.10.2017;07:00-08:00;600;04.10.2017;7;600
04.10.2017;08:00-09:00;658;04.10.2017;8;658
04.10.2017;09:00-10:00;696;04.10.2017;9;696
04.10.2017;10:00-11:00;699;04.10.2017;10;699
04.10.2017;11:00-12:00;696;04.10.2017;11;696
04.10.2017;12:00-13:00;682;04.10.2017;12;682
04.10.2017;13:00-14:00;699;04.10.2017;13;699
04.10.2017;14:00-15:00;697;04.10.2017;14;697
04.10.2017;15:00-16:00;695;04.10.2017;15;695
04.10.2017;16:00-17:00;682;04.10.2017;16;682
04.10.2017;17:00-18:00;675;04.10.2017;17;675
04.10.2017;18:00-19:00;706;04.10.2017;18;706
04.10.2017;19:00-20:00;712;04.10.2017;19;712
04.10.2017;20:00-21:00;691;04.10.2017;20;691
04.10.2017;21:00-22:00;653;04.10.2017;21;653
04.10.2017;22:00-23:00;596;04.10.2017;22;596
04.10.2017;23:00-24:00;546;04.10.2017;23;546
05.10.2017;00:00-01:00;506;05.10.2017;0;506
05.10.2017;01:00-02:00;482;05.10.2017;1;482
05.10.2017;02:00-03:00;473;05.10.2017;2;473
05.10.2017;03:00-04:00;469;05.10.2017;3;469
05.10.2017;04:00-05:00;475;05.10.2017;4;475
05.10.2017;05:00-06:00;495;05.10.2017;5;495
05.10.2017;06:00-07:00;537;05.10.2017;6;537
05.10.2017;07:00-08:00;586;05.10.2017;7;586
05.10.2017;08:00-09:00;645;05.10.2017;8;645
05.10.2017;09:00-10:00;685;05.10.2017;9;685
05.10.2017;10:00-11:00;682;05.10.2017;10;682
05.10.2017;11:00-12:00;672;05.10.2017;11;672
05.10.2017;12:00-13:00;655;05.10.2017;12;655
05.10.2017;13:00-14:00;660;05.10.2017;13;660
05.10.2017;14:00-15:00;651;05.10.2017;14;651
05.10.2017;15:00-16:00;645;05.10.2017;15;645
05.10.2017;16:00-17:00;631;05.10.2017;16;631
05.10.2017;17:00-18:00;631;05.10.2017;17;631
05.10.2017;18:00-19:00;673;05.10.2017;18;673
05.10.2017;19:00-20:00;682;05.10.2017;19;682
05.10.2017;20:00-21:00;661;05.10.2017;20;661
05.10.2017;21:00-22:00;630;05.10.2017;21;630
05.10.2017;22:00-23:00;585;05.10.2017;22;585
05.10.2017;23:00-24:00;534;05.10.2017;23;534
06.10.2017;00:00-01:00;496;06.10.2017;0;496
06.10.2017;01:00-02:00;473;06.10.2017;1;473
06.10.2017;02:00-03:00;463;06.10.2017;2;463
06.10.2017;03:00-04:00;459;06.10.2017;3;459
06.10.2017;04:00-05:00;466;06.10.2017;4;466
06.10.2017;05:00-06:00;488;06.10.2017;5;488
06.10.2017;06:00-07:00;537;06.10.2017;6;537
06.10.2017;07:00-08:00;586;06.10.2017;7;586
06.10.2017;08:00-09:00;642;06.10.2017;8;642
06.10.2017;09:00-10:00;674;06.10.2017;9;674
06.10.2017;10:00-11:00;671;06.10.2017;10;671
06.10.2017;11:00-12:00;665;06.10.2017;11;665
06.10.2017;12:00-13:00;652;06.10.2017;12;652
06.10.2017;13:00-14:00;649;06.10.2017;13;649
06.10.2017;14:00-15:00;643;06.10.2017;14;643
06.10.2017;15:00-16:00;637;06.10.2017;15;637
06.10.2017;16:00-17:00;621;06.10.2017;16;621
06.10.2017;17:00-18:00;620;06.10.2017;17;620
06.10.2017;18:00-19:00;666;06.10.2017;18;666
06.10.2017;19:00-20:00;684;06.10.2017;19;684
06.10.2017;20:00-21:00;664;06.10.2017;20;664
06.10.2017;21:00-22:00;635;06.10.2017;21;635
06.10.2017;22:00-23:00;591;06.10.2017;22;591
06.10.2017;23:00-24:00;545;06.10.2017;23;545
07.10.2017;00:00-01:00;509;07.10.2017;0;509
07.10.2017;01:00-02:00;484;07.10.2017;1;484
07.10.2017;02:00-03:00;470;07.10.2017;2;470
07.10.2017;03:00-04:00;463;07.10.2017;3;463
07.10.2017;04:00-05:00;462;07.10.2017;4;462
07.10.2017;05:00-06:00;473;07.10.2017;5;473
07.10.2017;06:00-07:00;489;07.10.2017;6;489
07.10.2017;07:00-08:00;509;07.10.2017;7;509
07.10.2017;08:00-09:00;552;07.10.2017;8;552
07.10.2017;09:00-10:00;585;07.10.2017;9;585
07.10.2017;10:00-11:00;594;07.10.2017;10;594
07.10.2017;11:00-12:00;589;07.10.2017;11;589
07.10.2017;12:00-13:00;582;07.10.2017;12;582
07.10.2017;13:00-14:00;575;07.10.2017;13;575
07.10.2017;14:00-15:00;568;07.10.2017;14;568
07.10.2017;15:00-16:00;564;07.10.2017;15;564
07.10.2017;16:00-17:00;563;07.10.2017;16;563
07.10.2017;17:00-18:00;580;07.10.2017;17;580
07.10.2017;18:00-19:00;637;07.10.2017;18;637
07.10.2017;19:00-20:00;656;07.10.2017;19;656
07.10.2017;20:00-21:00;641;07.10.2017;20;641
07.10.2017;21:00-22:00;611;07.10.2017;21;611
07.10.2017;22:00-23:00;569;07.10.2017;22;569
07.10.2017;23:00-24:00;530;07.10.2017;23;530
08.10.2017;00:00-01:00;496;08.10.2017;0;496
08.10.2017;01:00-02:00;469;08.10.2017;1;469
08.10.2017;02:00-03:00;456;08.10.2017;2;456
08.10.2017;03:00-04:00;449;08.10.2017;3;449
08.10.2017;04:00-05:00;449;08.10.2017;4;449
08.10.2017;05:00-06:00;458;08.10.2017;5;458
08.10.2017;06:00-07:00;467;08.10.2017;6;467
08.10.2017;07:00-08:00;473;08.10.2017;7;473
08.10.2017;08:00-09:00;512;08.10.2017;8;512
08.10.2017;09:00-10:00;550;08.10.2017;9;550
08.10.2017;10:00-11:00;565;08.10.2017;10;565
08.10.2017;11:00-12:00;561;08.10.2017;11;561
08.10.2017;12:00-13:00;555;08.10.2017;12;555
08.10.2017;13:00-14:00;554;08.10.2017;13;554
08.10.2017;14:00-15:00;546;08.10.2017;14;546
08.10.2017;15:00-16:00;542;08.10.2017;15;542
08.10.2017;16:00-17:00;544;08.10.2017;16;544
08.10.2017;17:00-18:00;560;08.10.2017;17;560
08.10.2017;18:00-19:00;623;08.10.2017;18;623
08.10.2017;19:00-20:00;637;08.10.2017;19;637
08.10.2017;20:00-21:00;625;08.10.2017;20;625
08.10.2017;21:00-22:00;597;08.10.2017;21;597
08.10.2017;22:00-23:00;549;08.10.2017;22;549
08.10.2017;23:00-24:00;501;08.10.2017;23;501
09.10.2017;00:00-01:00;466;09.10.2017;0;466
09.10.2017;01:00-02:00;446;09.10.2017;1;446
09.10.2017;02:00-03:00;437;09.10.2017;2;437
09.10.2017;03:00-04:00;435;09.10.2017;3;435
09.10.2017;04:00-05:00;441;09.10.2017;4;441
09.10.2017;05:00-06:00;464;09.10.2017;5;464
09.10.2017;06:00-07:00;516;09.10.2017;6;516
09.10.2017;07:00-08:00;573;09.10.2017;7;573
09.10.2017;08:00-09:00;630;09.10.2017;8;630
09.10.2017;09:00-10:00;671;09.10.2017;9;671
09.10.2017;10:00-11:00;671;09.10.2017;10;671
09.10.2017;11:00-12:00;664;09.10.2017;11;664
09.10.2017;12:00-13:00;649;09.10.2017;12;649
09.10.2017;13:00-14:00;661;09.10.2017;13;661
09.10.2017;14:00-15:00;655;09.10.2017;14;655
09.10.2017;15:00-16:00;647;09.10.2017;15;647
09.10.2017;16:00-17:00;642;09.10.2017;16;642
09.10.2017;17:00-18:00;637;09.10.2017;17;637
09.10.2017;18:00-19:00;672;09.10.2017;18;672
09.10.2017;19:00-20:00;667;09.10.2017;19;667
09.10.2017;20:00-21:00;650;09.10.2017;20;650
